scheme,CAGR_1Y,CAGR_3Y,CAGR_5Y,CAGR_1Y_%,CAGR_3Y_%,CAGR_5Y_%
100016,-0.02224270997710287,0.01292649342495622,,-2.224270997710287,1.292649342495622,
100025,0.03704968580461343,0.039163899571040384,,3.704968580461343,3.9163899571040384,
100033,0.5323239623092084,0.32442459421956116,,53.23239623092084,32.442459421956116,
101206,0.4792412023860102,0.2896769452874166,,47.92412023860102,28.96769452874166,
101207,-0.23986031710270628,-0.04152381044854481,,-23.986031710270627,-4.152381044854481,
101208,0.0723664530138024,0.06315784491375509,,7.23664530138024,6.315784491375509,
102885,0.20207703983094838,0.1966726206830185,,20.207703983094838,19.66726206830185,
102886,-0.16797480944407306,-0.007674063178547241,,-16.797480944407305,-0.7674063178547241,
102887,0.135831349444816,0.25556187904126526,,13.5831349444816,25.556187904126524,
118632,0.339810484550213,0.22652359830098634,,33.9810484550213,22.652359830098632,
118633,0.25539980483954094,0.2108997654925684,,25.539980483954096,21.08997654925684,
118634,0.15811221971300937,0.08007927728656083,,15.811221971300938,8.007927728656083,
118635,0.22493224932249345,0.20008208380471482,,22.493224932249344,20.00820838047148,
118636,0.10454939683040276,0.040622050237771434,,10.454939683040276,4.062205023777143,
119092,0.016091186722522632,0.005258871209757432,,1.6091186722522632,0.5258871209757432,
119093,0.197667410165155,0.20816771175535864,,19.7667410165155,20.816771175535862,
119094,0.22261065131342206,0.35111802096428524,,22.261065131342207,35.11180209642853,
119095,-0.427976145588544,-0.11705806723995271,,-42.797614558854406,-11.705806723995272,
119120,0.055219955107626895,0.05840358798463097,,5.5219955107626895,5.840358798463097,
119551,0.6043734071403091,0.3045652442030289,,60.43734071403091,30.456524420302888,
119552,0.05706100044974027,0.16267372294624916,,5.706100044974027,16.267372294624916,
119598,0.8277605861507404,0.2666992200118774,,82.77605861507405,26.66992200118774,
119599,0.1394780335518997,-0.01337386614488112,,13.947803355189968,-1.337386614488112,
120503,0.08489081269294418,0.13978381933703043,,8.489081269294418,13.978381933703044,
120504,0.13064279264417977,0.3248742855621496,,13.064279264417976,32.48742855621496,
120505,0.29604659337893646,0.317775371512347,,29.604659337893647,31.777537151234704,
120506,0.4181904829701364,0.1842199653744454,,41.81904829701364,18.421996537444542,
120507,0.0742505077613469,0.07394286300360076,,7.42505077613469,7.394286300360076,
120841,0.16837098075385626,0.1726727508371786,,16.837098075385626,17.26727508371786,
120842,0.2250195657587366,0.07756003551327284,,22.50195657587366,7.756003551327284,
120843,0.26657081760850154,0.2958277033726251,,26.657081760850154,29.58277033726251,
120844,0.07120323042122512,0.06695971624586994,,7.120323042122512,6.695971624586994,
125497,0.2867535802656873,0.18434488610520172,,28.67535802656873,18.434488610520173,
125498,0.15443720834451846,0.11245222866621418,,15.443720834451845,11.245222866621418,
148567,0.20360678307711866,0.3400091602163293,,20.360678307711865,34.00091602163293,
148568,0.14269394138778924,0.14748035533586012,,14.269394138778924,14.748035533586012,
148569,0.3975176148971702,0.2917890157839378,,39.75176148971702,29.178901578393777,
149322,0.1811115252275146,0.18044206486636138,,18.11115252275146,18.04420648663614,
149323,0.21481222193726257,0.268699908289022,,21.481222193726257,26.869990828902203,
149324,0.6513871892998797,0.27000426614519246,,65.13871892998797,27.000426614519245,
